run_id,ts,mode,config,kv_dtype,model_key,gpu,idx,gold,pred,correct,latency_ms,out_sha1,out_len,gpu_kv_cache_tokens,n_shot,task,needle_depth,needle_depth_actual,needle_pos,prompt_tokens,desc,foreign_gpu_count,foreign_max_util,level,log
20260831-204132-m5-needle,2026-08-31T20:44:23.784596+08:00,needle,bf16,auto,qwen-awq,0,10,7212,7212,True,7714.3,33f40b267e4d9a67,303,288576,0,needle,0.5,0.4995,16105,32245,無損基準,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:31.685778+08:00,needle,bf16,auto,qwen-awq,0,11,3116,3116,True,7644.0,263325700c551bef,295,288576,0,needle,0.5,0.4995,16105,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:39.297668+08:00,needle,bf16,auto,qwen-awq,0,12,4673,4673,True,7316.9,c4b7723975552205,76,288576,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:43.678467+08:00,needle,bf16,auto,qwen-awq,0,13,4225,4225,True,4100.3,f3156b81d1034da4,6,288576,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:48.643632+08:00,needle,bf16,auto,qwen-awq,0,14,6403,6403,True,4635.1,c479f960ba9ec4c0,408,288576,0,needle,0.75,0.7492,24157,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:53.565517+08:00,needle,bf16,auto,qwen-awq,0,15,8463,8463,True,4638.1,78d32ec3c45f6d08,394,288576,0,needle,0.75,0.7492,24157,32245,無損基準,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:57.800378+08:00,needle,bf16,auto,qwen-awq,0,16,2610,2610,True,3967.5,e781e0b5cb05dcaa,6,288576,0,needle,0.95,0.9498,30625,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:44:59.060849+08:00,needle,bf16,auto,qwen-awq,0,17,7230,7230,True,983.9,50ef8b878a28bbf4,6,288576,0,needle,0.95,0.9498,30625,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:45:00.322964+08:00,needle,bf16,auto,qwen-awq,0,18,6516,6516,True,982.3,b8829e4d9f0a5448,6,288576,0,needle,0.95,0.9498,30625,32245,無損基準,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:45:01.724196+08:00,needle,bf16,auto,qwen-awq,0,19,9740,9740,True,1062.3,3a6d8107187809f8,6,288576,0,needle,0.95,0.9498,30625,32245,無損基準,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/bf16/server.log
20260831-204132-m5-needle,2026-08-31T20:46:06.194881+08:00,needle,fp8,fp8,qwen-awq,0,0,4266,4266,True,11358.2,0d4c8698e8146769,50,577152,0,needle,0.05,0.0492,1585,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:46:17.856599+08:00,needle,fp8,fp8,qwen-awq,0,1,9408,482,False,11383.7,acb50411fd0c9a23,33,577152,0,needle,0.05,0.0492,1585,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:46:29.682528+08:00,needle,fp8,fp8,qwen-awq,0,2,8450,,False,11544.2,23fb4f44a59d5c64,78,577152,0,needle,0.05,0.0492,1585,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:46:42.056440+08:00,needle,fp8,fp8,qwen-awq,0,3,8228,,False,12110.8,5f099f76e4bcf9e4,395,577152,0,needle,0.05,0.0492,1585,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:46:53.802669+08:00,needle,fp8,fp8,qwen-awq,0,4,7681,42,False,11462.4,ac9c4b98c6b60211,3,577152,0,needle,0.25,0.2497,8053,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:03.799944+08:00,needle,fp8,fp8,qwen-awq,0,5,7013,1,False,9706.7,ab34955f0a30619f,2,577152,0,needle,0.25,0.2497,8053,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:13.920070+08:00,needle,fp8,fp8,qwen-awq,0,6,9215,21,False,9752.6,644cae46989a633b,24,577152,0,needle,0.25,0.2497,8053,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:23.999299+08:00,needle,fp8,fp8,qwen-awq,0,7,7890,1,False,9800.3,ab34955f0a30619f,2,577152,0,needle,0.25,0.2497,8053,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:34.044617+08:00,needle,fp8,fp8,qwen-awq,0,8,9434,4271,False,9761.0,dbf829ea962fabb9,6,577152,0,needle,0.5,0.4995,16105,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:41.460246+08:00,needle,fp8,fp8,qwen-awq,0,9,5382,123,False,7132.6,b4028403dc917dec,63,577152,0,needle,0.5,0.4995,16105,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:48.787600+08:00,needle,fp8,fp8,qwen-awq,0,10,7212,12,False,7064.5,2e810abab485acb8,5,577152,0,needle,0.5,0.4995,16105,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:47:56.126636+08:00,needle,fp8,fp8,qwen-awq,0,11,3116,,False,7062.1,da39a3ee5e6b4b0d,0,577152,0,needle,0.5,0.4995,16105,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:03.628888+08:00,needle,fp8,fp8,qwen-awq,0,12,4673,4628,False,7217.5,79f26385a70b96ed,5,577152,0,needle,0.75,0.7492,24157,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:07.955231+08:00,needle,fp8,fp8,qwen-awq,0,13,4225,4228,False,4025.8,4695a4ad6a0ed450,50,577152,0,needle,0.75,0.7492,24157,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:12.128689+08:00,needle,fp8,fp8,qwen-awq,0,14,6403,642,False,3904.3,a6c9d71e500f2c1a,4,577152,0,needle,0.75,0.7492,24157,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:16.329594+08:00,needle,fp8,fp8,qwen-awq,0,15,8463,,False,3948.9,3870a017e6f22f77,35,577152,0,needle,0.75,0.7492,24157,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:20.558072+08:00,needle,fp8,fp8,qwen-awq,0,16,2610,261,False,3938.4,92828b451c4bc241,4,577152,0,needle,0.95,0.9498,30625,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:21.779654+08:00,needle,fp8,fp8,qwen-awq,0,17,7230,72,False,950.4,55c72ac23697e132,3,577152,0,needle,0.95,0.9498,30625,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:23.040595+08:00,needle,fp8,fp8,qwen-awq,0,18,6516,,False,954.3,da39a3ee5e6b4b0d,0,577152,0,needle,0.95,0.9498,30625,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:48:24.287618+08:00,needle,fp8,fp8,qwen-awq,0,19,9740,742,False,944.1,33e870d3f384aa15,4,577152,0,needle,0.95,0.9498,30625,32245,靜態縮放、未校正（vLLM 啟動時會警告）,6,97,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/fp8/server.log
20260831-204132-m5-needle,2026-08-31T20:50:15.600599+08:00,needle,int8,int8_per_token_head,qwen-awq,0,0,4266,4266,True,26061.3,1e5cffce835fd7ef,76,559648,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:50:42.394336+08:00,needle,int8,int8_per_token_head,qwen-awq,0,1,9408,9408,True,26526.3,7655eaf8d1870782,79,559648,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:51:09.907366+08:00,needle,int8,int8_per_token_head,qwen-awq,0,2,8450,8450,True,27220.5,b995effc94ad7baa,172,559648,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:51:36.883582+08:00,needle,int8,int8_per_token_head,qwen-awq,0,3,8228,8228,True,26709.8,9755bfb4e310f822,78,559648,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:52:03.908590+08:00,needle,int8,int8_per_token_head,qwen-awq,0,4,7681,7681,True,26724.3,6c96941da159c28d,77,559648,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:52:28.657818+08:00,needle,int8,int8_per_token_head,qwen-awq,0,5,7013,7013,True,24475.3,e799163eafe72543,79,559648,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:52:53.251810+08:00,needle,int8,int8_per_token_head,qwen-awq,0,6,9215,9215,True,24333.6,8717c03868d5bc36,76,559648,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:53:18.284356+08:00,needle,int8,int8_per_token_head,qwen-awq,0,7,7890,7840,False,24722.2,4841ec072bd1c0f5,249,559648,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:53:42.714620+08:00,needle,int8,int8_per_token_head,qwen-awq,0,8,9434,9434,True,24133.4,82eebd964cb2500a,76,559648,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:54:01.786562+08:00,needle,int8,int8_per_token_head,qwen-awq,0,9,5382,5382,True,18783.9,2826a06ea280780f,77,559648,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:54:21.159254+08:00,needle,int8,int8_per_token_head,qwen-awq,0,10,7212,7212,True,19069.8,cba3ad6c378ed8fd,77,559648,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:54:41.048264+08:00,needle,int8,int8_per_token_head,qwen-awq,0,11,3116,3116,True,19595.6,69a20e45123a5987,344,559648,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:00.065781+08:00,needle,int8,int8_per_token_head,qwen-awq,0,12,4673,4673,True,18750.2,1623625cb849ef56,77,559648,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:10.864896+08:00,needle,int8,int8_per_token_head,qwen-awq,0,13,4225,4225,True,10524.6,f3156b81d1034da4,6,559648,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:21.827381+08:00,needle,int8,int8_per_token_head,qwen-awq,0,14,6403,6403,True,10689.5,109a1562ac43b22a,77,559648,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:33.087350+08:00,needle,int8,int8_per_token_head,qwen-awq,0,15,8463,8463,True,10924.0,d9d3e96d98f18237,77,559648,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:44.226153+08:00,needle,int8,int8_per_token_head,qwen-awq,0,16,2610,2610,True,10871.0,fbe231fcc11d2185,79,559648,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:47.027696+08:00,needle,int8,int8_per_token_head,qwen-awq,0,17,7230,7230,True,2523.1,50ef8b878a28bbf4,6,559648,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:49.917274+08:00,needle,int8,int8_per_token_head,qwen-awq,0,18,6516,6516,True,2613.9,b8829e4d9f0a5448,6,559648,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:55:53.183151+08:00,needle,int8,int8_per_token_head,qwen-awq,0,19,9740,9740,True,2992.3,c4a4deb9ead2573d,76,559648,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int8/server.log
20260831-204132-m5-needle,2026-08-31T20:57:16.794230+08:00,needle,int4,int4_per_token_head,qwen-awq,0,0,4266,,False,30553.4,4da2a1ecbeaece25,1504,1086400,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T20:57:47.949552+08:00,needle,int4,int4_per_token_head,qwen-awq,0,1,9408,,False,30899.5,b7ce1d848e7625b2,1162,1086400,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T20:58:19.292096+08:00,needle,int4,int4_per_token_head,qwen-awq,0,2,8450,,False,31051.2,e7d5908cdbbe80d0,1166,1086400,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T20:58:50.656500+08:00,needle,int4,int4_per_token_head,qwen-awq,0,3,8228,0,False,31086.9,1a3dba8fec3999ce,1325,1086400,0,needle,0.05,0.0492,1585,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T20:59:22.113013+08:00,needle,int4,int4_per_token_head,qwen-awq,0,4,7681,,False,31137.6,ab32e8679329d1aa,1148,1086400,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放，最低精度階,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T20:59:50.907806+08:00,needle,int4,int4_per_token_head,qwen-awq,0,5,7013,,False,28516.1,23ef6a821fbfebf5,965,1086400,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:00:19.764472+08:00,needle,int4,int4_per_token_head,qwen-awq,0,6,9215,,False,28577.6,06ecf5698b9b8e40,1074,1086400,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:00:48.624112+08:00,needle,int4,int4_per_token_head,qwen-awq,0,7,7890,,False,28535.9,58bb8bef61408656,1007,1086400,0,needle,0.25,0.2497,8053,32245,per-token-head 動態縮放，最低精度階,6,97,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:01:17.431449+08:00,needle,int4,int4_per_token_head,qwen-awq,0,8,9434,0,False,28533.4,f0b2db05802a1616,1394,1086400,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:01:41.180258+08:00,needle,int4,int4_per_token_head,qwen-awq,0,9,5382,1,False,23468.9,363c0df5d10ea8ef,1502,1086400,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:02:04.857750+08:00,needle,int4,int4_per_token_head,qwen-awq,0,10,7212,0,False,23370.6,1e76b0a6b4f2ae74,1350,1086400,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:02:28.470771+08:00,needle,int4,int4_per_token_head,qwen-awq,0,11,3116,0,False,23336.2,1158a21f3a18fa3f,1641,1086400,0,needle,0.5,0.4995,16105,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:02:52.053659+08:00,needle,int4,int4_per_token_head,qwen-awq,0,12,4673,1,False,23307.7,d46b92b7c806c375,612,1086400,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:03:08.454481+08:00,needle,int4,int4_per_token_head,qwen-awq,0,13,4225,1,False,16132.2,1ecdd990035e9954,614,1086400,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放，最低精度階,6,99,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:03:25.141313+08:00,needle,int4,int4_per_token_head,qwen-awq,0,14,6403,1,False,16412.9,720d4080433bda38,624,1086400,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:03:41.605335+08:00,needle,int4,int4_per_token_head,qwen-awq,0,15,8463,1,False,16200.1,37f3985a5f3a29fd,650,1086400,0,needle,0.75,0.7492,24157,32245,per-token-head 動態縮放，最低精度階,6,98,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:03:58.105293+08:00,needle,int4,int4_per_token_head,qwen-awq,0,16,2610,,False,16226.9,f7ff88c1f75c1aa9,1401,1086400,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:04:07.258209+08:00,needle,int4,int4_per_token_head,qwen-awq,0,17,7230,,False,8852.1,7a7548c5dc0810cb,1545,1086400,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
20260831-204132-m5-needle,2026-08-31T21:04:16.547664+08:00,needle,int4,int4_per_token_head,qwen-awq,0,18,6516,,False,9001.1,9c21807af85a47d6,1498,1086400,0,needle,0.95,0.9498,30625,32245,per-token-head 動態縮放，最低精度階,6,100,HEAVY,/ssd7/hungwei/paper-hkv/runs/20260831-204132-m5-needle/int4/server.log
