ts,workload,semantics,lookup,prefetch,policy,total_ms,gpu_hits,cpu_hits,ssd_hits,recompute,best_baseline,oracle_headroom_pct,verdict,model_profile,gpu_budget_tokens,cpu_budget_gib,unique_blocks,requests,device,seed,cost_model
2026-08-31T16:23:48.466394+08:00,trace:toolagent,per-block/prefetch,per-block,1,oracle,49887283.89,4651616,615659,1164204,6263252,tier_fs,6.424,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:25:31.644572+08:00,trace:toolagent,prefix/prefetch,prefix,1,full_gpu,63406541.2,3871993,0,0,8822738,tier_fs,,,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:25:31.644681+08:00,trace:toolagent,prefix/prefetch,prefix,1,cpu_lru,60916062.89,3871993,555118,0,8267620,tier_fs,,,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:25:31.644703+08:00,trace:toolagent,prefix/prefetch,prefix,1,cpu_arc,60650866.71,4464000,3559,0,8227172,tier_fs,,,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:25:31.644722+08:00,trace:toolagent,prefix/prefetch,prefix,1,tier_fs,53311944.01,3871993,555118,2810438,5457182,tier_fs,,,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:25:31.644738+08:00,trace:toolagent,prefix/prefetch,prefix,1,oracle,55271560.01,4651616,615659,47970,7379486,tier_fs,-3.676,NO_GO,llama-bf16,48128,24.0,5457182,23608,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:27:00.033343+08:00,trace:conversation,per-block/no-prefetch,per-block,0,full_gpu,65925766.94,371289,0,0,8683944,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:27:00.033464+08:00,trace:conversation,per-block/no-prefetch,per-block,0,cpu_lru,65853703.45,371289,18042,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:27:00.033489+08:00,trace:conversation,per-block/no-prefetch,per-block,0,cpu_arc,65845645.3,384985,4346,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:27:00.033509+08:00,trace:conversation,per-block/no-prefetch,per-block,0,tier_fs,60447619.41,371289,18042,2991877,5674025,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:27:00.033525+08:00,trace:conversation,per-block/no-prefetch,per-block,0,oracle,55417538.1,636228,598466,1285654,6534885,tier_fs,8.321,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:28:29.046432+08:00,trace:conversation,prefix/no-prefetch,prefix,0,full_gpu,65925766.94,371289,0,0,8683944,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:28:29.046547+08:00,trace:conversation,prefix/no-prefetch,prefix,0,cpu_lru,65853703.45,371289,18042,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:28:29.046571+08:00,trace:conversation,prefix/no-prefetch,prefix,0,cpu_arc,65845645.3,384985,4346,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:28:29.046589+08:00,trace:conversation,prefix/no-prefetch,prefix,0,tier_fs,60447619.41,371289,18042,2991877,5674025,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:28:29.046606+08:00,trace:conversation,prefix/no-prefetch,prefix,0,oracle,60361185.63,636228,598466,47985,7772554,tier_fs,0.143,NO_GO,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:29:56.810200+08:00,trace:conversation,per-block/prefetch,per-block,1,full_gpu,65925766.94,371289,0,0,8683944,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:29:56.810314+08:00,trace:conversation,per-block/prefetch,per-block,1,cpu_lru,65844071.49,371289,18042,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:29:56.810432+08:00,trace:conversation,per-block/prefetch,per-block,1,cpu_arc,65844071.49,384985,4346,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:29:56.810451+08:00,trace:conversation,per-block/prefetch,per-block,1,tier_fs,55332042.25,371289,18042,2991877,5674025,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:29:56.810467+08:00,trace:conversation,per-block/prefetch,per-block,1,oracle,52939254.2,636228,598466,1285654,6534885,tier_fs,4.324,NO_GO,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:27.842554+08:00,trace:conversation,prefix/prefetch,prefix,1,full_gpu,65925766.94,371289,0,0,8683944,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:27.842668+08:00,trace:conversation,prefix/prefetch,prefix,1,cpu_lru,65844071.49,371289,18042,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:27.842690+08:00,trace:conversation,prefix/prefetch,prefix,1,cpu_arc,65844071.49,384985,4346,0,8665902,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:27.842708+08:00,trace:conversation,prefix/prefetch,prefix,1,tier_fs,55332042.25,371289,18042,2991877,5674025,tier_fs,,,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:27.842724+08:00,trace:conversation,prefix/prefetch,prefix,1,oracle,60011134.72,636228,598466,47985,7772554,tier_fs,-8.456,NO_GO,llama-bf16,48128,24.0,5674025,12031,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.122923+08:00,pressure:1.0x(nom 1x),per-block/no-prefetch,per-block,0,full_gpu,21577.82,97536,0,0,4864,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.123089+08:00,pressure:1.0x(nom 1x),per-block/no-prefetch,per-block,0,cpu_lru,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.123111+08:00,pressure:1.0x(nom 1x),per-block/no-prefetch,per-block,0,cpu_arc,14676.55,97546,1782,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.123127+08:00,pressure:1.0x(nom 1x),per-block/no-prefetch,per-block,0,tier_fs,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.123143+08:00,pressure:1.0x(nom 1x),per-block/no-prefetch,per-block,0,oracle,13703.41,99200,128,0,3072,cpu_arc,6.631,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.416136+08:00,pressure:1.0x(nom 1x),prefix/no-prefetch,prefix,0,full_gpu,21577.82,97536,0,0,4864,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.416292+08:00,pressure:1.0x(nom 1x),prefix/no-prefetch,prefix,0,cpu_lru,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.416338+08:00,pressure:1.0x(nom 1x),prefix/no-prefetch,prefix,0,cpu_arc,14676.55,97546,1782,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.416355+08:00,pressure:1.0x(nom 1x),prefix/no-prefetch,prefix,0,tier_fs,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.416371+08:00,pressure:1.0x(nom 1x),prefix/no-prefetch,prefix,0,oracle,13703.41,99200,128,0,3072,cpu_arc,6.631,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.707624+08:00,pressure:1.0x(nom 1x),per-block/prefetch,per-block,1,full_gpu,21577.82,97536,0,0,4864,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.707809+08:00,pressure:1.0x(nom 1x),per-block/prefetch,per-block,1,cpu_lru,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.707832+08:00,pressure:1.0x(nom 1x),per-block/prefetch,per-block,1,cpu_arc,14676.55,97546,1782,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.707852+08:00,pressure:1.0x(nom 1x),per-block/prefetch,per-block,1,tier_fs,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:28.707868+08:00,pressure:1.0x(nom 1x),per-block/prefetch,per-block,1,oracle,13703.41,99200,128,0,3072,cpu_arc,6.631,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.018927+08:00,pressure:1.0x(nom 1x),prefix/prefetch,prefix,1,full_gpu,21577.82,97536,0,0,4864,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.019100+08:00,pressure:1.0x(nom 1x),prefix/prefetch,prefix,1,cpu_lru,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.019123+08:00,pressure:1.0x(nom 1x),prefix/prefetch,prefix,1,cpu_arc,14676.55,97546,1782,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.019140+08:00,pressure:1.0x(nom 1x),prefix/prefetch,prefix,1,tier_fs,14682.44,97536,1792,0,3072,cpu_arc,,,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.019156+08:00,pressure:1.0x(nom 1x),prefix/prefetch,prefix,1,oracle,13703.41,99200,128,0,3072,cpu_arc,6.631,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,3072,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.445363+08:00,pressure:2.0x(nom 2x),per-block/no-prefetch,per-block,0,full_gpu,154451.78,67584,0,0,34816,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.445541+08:00,pressure:2.0x(nom 2x),per-block/no-prefetch,per-block,0,cpu_lru,44125.61,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.445585+08:00,pressure:2.0x(nom 2x),per-block/no-prefetch,per-block,0,cpu_arc,42877.7,69705,26551,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.445604+08:00,pressure:2.0x(nom 2x),per-block/no-prefetch,per-block,0,tier_fs,44125.61,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.445619+08:00,pressure:2.0x(nom 2x),per-block/no-prefetch,per-block,0,oracle,34410.63,84096,12160,0,6144,cpu_arc,19.747,GO,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.883706+08:00,pressure:2.0x(nom 2x),prefix/no-prefetch,prefix,0,full_gpu,154451.78,67584,0,0,34816,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.883884+08:00,pressure:2.0x(nom 2x),prefix/no-prefetch,prefix,0,cpu_lru,44125.61,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.883906+08:00,pressure:2.0x(nom 2x),prefix/no-prefetch,prefix,0,cpu_arc,42877.7,69705,26551,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.883923+08:00,pressure:2.0x(nom 2x),prefix/no-prefetch,prefix,0,tier_fs,44125.61,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:29.883944+08:00,pressure:2.0x(nom 2x),prefix/no-prefetch,prefix,0,oracle,34410.63,84096,12160,0,6144,cpu_arc,19.747,GO,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.300472+08:00,pressure:2.0x(nom 2x),per-block/prefetch,per-block,1,full_gpu,154451.78,67584,0,0,34816,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.300647+08:00,pressure:2.0x(nom 2x),per-block/prefetch,per-block,1,cpu_lru,43673.75,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.300669+08:00,pressure:2.0x(nom 2x),per-block/prefetch,per-block,1,cpu_arc,42425.84,69705,26551,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.300686+08:00,pressure:2.0x(nom 2x),per-block/prefetch,per-block,1,tier_fs,43673.75,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.300701+08:00,pressure:2.0x(nom 2x),per-block/prefetch,per-block,1,oracle,34260.01,84096,12160,0,6144,cpu_arc,19.247,GO,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.713843+08:00,pressure:2.0x(nom 2x),prefix/prefetch,prefix,1,full_gpu,154451.78,67584,0,0,34816,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.713987+08:00,pressure:2.0x(nom 2x),prefix/prefetch,prefix,1,cpu_lru,43673.75,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.714016+08:00,pressure:2.0x(nom 2x),prefix/prefetch,prefix,1,cpu_arc,42425.84,69705,26551,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.714033+08:00,pressure:2.0x(nom 2x),prefix/prefetch,prefix,1,tier_fs,43673.75,67584,28672,0,6144,cpu_arc,,,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:30.714048+08:00,pressure:2.0x(nom 2x),prefix/prefetch,prefix,1,oracle,34260.01,84096,12160,0,6144,cpu_arc,19.247,GO,llama-bf16,48128,24.0,6144,400,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.322288+08:00,pressure:4.0x(nom 4x),per-block/no-prefetch,per-block,0,full_gpu,293004.1,54272,0,0,66048,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.322482+08:00,pressure:4.0x(nom 4x),per-block/no-prefetch,per-block,0,cpu_lru,85157.48,54272,54016,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.322511+08:00,pressure:4.0x(nom 4x),per-block/no-prefetch,per-block,0,cpu_arc,78719.08,65215,43073,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.322527+08:00,pressure:4.0x(nom 4x),per-block/no-prefetch,per-block,0,tier_fs,85157.48,54272,54016,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.322543+08:00,pressure:4.0x(nom 4x),per-block/no-prefetch,per-block,0,oracle,66932.49,85248,23040,0,12032,cpu_arc,14.973,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.934141+08:00,pressure:4.0x(nom 4x),prefix/no-prefetch,prefix,0,full_gpu,293004.1,54272,0,0,66048,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.934315+08:00,pressure:4.0x(nom 4x),prefix/no-prefetch,prefix,0,cpu_lru,85157.48,54272,54016,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.934337+08:00,pressure:4.0x(nom 4x),prefix/no-prefetch,prefix,0,cpu_arc,78719.08,65215,43073,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.934354+08:00,pressure:4.0x(nom 4x),prefix/no-prefetch,prefix,0,tier_fs,85157.48,54272,54016,0,12032,cpu_arc,,,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
2026-08-31T16:31:31.934378+08:00,pressure:4.0x(nom 4x),prefix/no-prefetch,prefix,0,oracle,66932.49,85248,23040,0,12032,cpu_arc,14.973,MARGINAL_ASK_HUMAN,llama-bf16,48128,24.0,12032,470,sata,1234,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json
